station_id,weather_date,sunny_rate,cloudy_rate,rainny_rate
6,1111-11-20,57.1,7.1,35.7
6,1111-11-21,71.4,7.1,21.4
6,1111-11-22,78.6,7.1,14.3
6,1111-11-23,64.3,21.4,14.3
6,1111-11-24,78.6,10.7,7.1
6,1111-11-25,75,0,25
6,1111-11-26,67.9,3.6,28.6
6,1111-11-27,64.3,14.3,21.4
6,1111-11-28,60.7,17.9,21.4
6,1111-11-29,71.4,14.3,14.3
6,1111-11-30,71.4,14.3,14.3
6,1111-12-01,67.9,3.6,25
6,1111-12-02,75,10.7,3.6
6,1111-12-03,71.4,7.1,17.9
6,1111-12-04,71.4,7.1,21.4
6,1111-12-05,67.9,10.7,21.4
6,1111-12-06,75,14.3,7.1
6,1111-12-07,75,7.1,10.7
6,1111-12-08,60.7,21.4,14.3
6,1111-12-09,75,7.1,10.7
6,1111-12-10,78.6,3.6,10.7
6,1111-12-11,67.9,3.6,25
6,1111-12-12,75,10.7,10.7
6,1111-12-13,71.4,7.1,17.9
6,1111-12-14,75,10.7,14.3
6,1111-12-15,75,14.3,7.1
6,1111-12-16,85.7,3.6,0
6,1111-12-17,64.3,7.1,14.3
6,1111-12-18,75,10.7,7.1
6,1111-12-19,78.6,7.1,7.1
6,1111-12-20,78.6,7.1,10.7
6,1111-12-21,78.6,3.6,7.1
6,1111-12-22,75,7.1,7.1
6,1111-12-23,82.1,7.1,10.7
6,1111-12-24,85.7,0,3.6
6,1111-12-25,82.1,0,7.1
6,1111-12-26,71.4,0,10.7
6,1111-12-27,75,0,10.7
6,1111-12-28,82.1,0,10.7
6,1111-12-29,85.7,0,7.1
6,1111-12-30,85.7,0,7.1
6,1111-12-31,78.6,10.7,0
7,1111-01-01,82.8,0,0
7,1111-01-02,82.8,3.4,0
7,1111-01-03,82.8,0,0
7,1111-01-04,79.3,3.4,3.4
7,1111-01-05,72.4,0,0
7,1111-01-06,69,10.3,3.4
7,1111-01-07,72.4,3.4,3.4
7,1111-01-08,65.5,0,6.9
7,1111-01-09,69,0,6.9
7,1111-01-10,79.3,3.4,6.9
7,1111-01-11,82.8,6.9,3.4
7,1111-01-12,69,10.3,0
7,1111-01-13,75.9,6.9,6.9
7,1111-01-14,65.5,3.4,6.9
7,1111-01-15,69,0,0
7,1111-01-16,75.9,3.4,3.4
7,1111-01-17,69,6.9,10.3
7,1111-01-18,79.3,0,3.4
7,1111-01-19,79.3,6.9,3.4
7,1111-01-20,62.1,13.8,0
7,1111-01-21,62.1,6.9,6.9
7,1111-01-22,72.4,3.4,6.9
7,1111-01-23,69,6.9,3.4
7,1111-01-24,75.9,6.9,0
7,1111-01-25,75.9,6.9,6.9
7,1111-01-26,72.4,0,6.9
7,1111-01-27,72.4,3.4,3.4
7,1111-01-28,75.9,3.4,0
7,1111-01-29,82.8,3.4,0
7,1111-01-30,72.4,3.4,3.4
7,1111-01-31,69,3.4,6.9
7,1111-02-01,60.7,3.6,3.6
7,1111-02-02,75,3.6,0
7,1111-02-03,75,0,7.1
7,1111-02-04,85.7,0,0
7,1111-02-05,85.7,3.6,0
7,1111-02-06,60.7,10.7,7.1
7,1111-02-07,67.9,0,7.1
7,1111-02-08,64.3,3.6,7.1
7,1111-02-09,67.9,3.6,7.1
7,1111-02-10,64.3,7.1,3.6
7,1111-02-11,71.4,7.1,3.6
7,1111-02-12,67.9,3.6,3.6
7,1111-02-13,71.4,10.7,3.6
7,1111-02-14,71.4,7.1,10.7
7,1111-02-15,57.1,10.7,7.1
7,1111-02-16,67.9,0,10.7
7,1111-02-17,67.9,14.3,3.6
7,1111-02-18,60.7,3.6,10.7
7,1111-02-19,82.1,3.6,0
7,1111-02-20,64.3,14.3,7.1
7,1111-02-21,67.9,7.1,7.1
7,1111-02-22,64.3,10.7,7.1
7,1111-02-23,64.3,10.7,10.7
7,1111-02-24,53.6,7.1,7.1
7,1111-02-25,57.1,7.1,7.1
7,1111-02-26,60.7,7.1,17.9
7,1111-02-27,71.4,14.3,7.1
7,1111-02-28,64.3,17.9,14.3
7,1111-03-01,46.4,10.7,28.6
7,1111-03-02,67.9,7.1,14.3
7,1111-03-03,85.7,0,7.1
7,1111-03-04,67.9,0,10.7
7,1111-03-05,57.1,7.1,10.7
7,1111-03-06,57.1,14.3,17.9
7,1111-03-07,60.7,10.7,17.9
7,1111-03-08,71.4,7.1,10.7
7,1111-03-09,50,7.1,21.4
7,1111-03-10,50,7.1,25
7,1111-03-11,67.9,14.3,10.7
7,1111-03-12,60.7,14.3,10.7
7,1111-03-13,64.3,14.3,7.1
7,1111-03-14,82.1,3.6,10.7
7,1111-03-15,64.3,14.3,14.3
7,1111-03-16,57.1,14.3,21.4
7,1111-03-17,67.9,14.3,14.3
7,1111-03-18,75,10.7,10.7
7,1111-03-19,71.4,10.7,17.9
7,1111-03-20,67.9,14.3,17.9
7,1111-03-21,67.9,3.6,14.3
7,1111-03-22,57.1,10.7,25
7,1111-03-23,53.6,14.3,28.6
7,1111-03-24,50,10.7,35.7
7,1111-03-25,57.1,10.7,25
7,1111-03-26,67.9,14.3,7.1
7,1111-03-27,60.7,10.7,25
7,1111-03-28,71.4,10.7,17.9
7,1111-03-29,53.6,10.7,21.4
7,1111-03-30,46.4,7.1,35.7
7,1111-03-31,53.6,10.7,28.6
7,1111-04-01,64.3,7.1,21.4
7,1111-04-02,57.1,7.1,32.1
7,1111-04-03,64.3,14.3,21.4
7,1111-04-04,57.1,14.3,28.6
7,1111-04-05,67.9,3.6,25
7,1111-04-06,75,3.6,21.4
7,1111-04-07,53.6,14.3,32.1
7,1111-04-08,64.3,10.7,21.4
7,1111-04-09,67.9,14.3,17.9
7,1111-04-10,60.7,14.3,25
7,1111-04-11,50,7.1,42.9
7,1111-04-12,60.7,7.1,28.6
7,1111-04-13,50,21.4,25
7,1111-04-14,53.6,14.3,32.1
7,1111-04-15,60.7,14.3,25
7,1111-04-16,64.3,21.4,10.7
7,1111-04-17,64.3,7.1,25
7,1111-04-18,39.3,35.7,25
7,1111-04-19,53.6,17.9,28.6
7,1111-04-20,50,25,25
7,1111-04-21,42.9,32.1,25
7,1111-04-22,50,21.4,28.6
7,1111-04-23,46.4,25,28.6
7,1111-04-24,53.6,25,21.4
7,1111-04-25,53.6,14.3,32.1
7,1111-04-26,57.1,10.7,32.1
7,1111-04-27,57.1,17.9,25
7,1111-04-28,57.1,14.3,28.6
7,1111-04-29,78.6,3.6,17.9
7,1111-04-30,64.3,14.3,21.4
7,1111-05-01,60.7,17.9,21.4
7,1111-05-02,57.1,14.3,28.6
7,1111-05-03,50,25,25
7,1111-05-04,50,21.4,28.6
7,1111-05-05,46.4,28.6,25
7,1111-05-06,60.7,25,14.3
7,1111-05-07,53.6,21.4,25
7,1111-05-08,46.4,21.4,32.1
7,1111-05-09,39.3,25,35.7
7,1111-05-10,46.4,17.9,35.7
7,1111-05-11,50,21.4,28.6
7,1111-05-12,39.3,21.4,39.3
7,1111-05-13,50,17.9,32.1
7,1111-05-14,57.1,17.9,25
7,1111-05-15,50,10.7,39.3
7,1111-05-16,46.4,25,28.6
7,1111-05-17,35.7,25,39.3
7,1111-05-18,42.9,25,32.1
7,1111-05-19,50,17.9,32.1
7,1111-05-20,53.6,14.3,32.1
7,1111-05-21,64.3,14.3,21.4
7,1111-05-22,57.1,14.3,28.6
7,1111-05-23,50,17.9,32.1
7,1111-05-24,39.3,25,35.7
7,1111-05-25,50,17.9,32.1
7,1111-05-26,46.4,25,28.6
7,1111-05-27,35.7,32.1,32.1
7,1111-05-28,39.3,35.7,25
7,1111-05-29,28.6,39.3,32.1
7,1111-05-30,42.9,7.1,50
7,1111-05-31,32.1,21.4,46.4
7,1111-06-01,60.7,17.9,21.4
7,1111-06-02,50,35.7,14.3
7,1111-06-03,42.9,25,32.1
7,1111-06-04,50,25,25
7,1111-06-05,39.3,21.4,39.3
7,1111-06-06,32.1,28.6,39.3
7,1111-06-07,39.3,39.3,21.4
7,1111-06-08,28.6,42.9,28.6
7,1111-06-09,25,25,50
7,1111-06-10,21.4,42.9,35.7
7,1111-06-11,17.9,28.6,53.6
7,1111-06-12,28.6,35.7,35.7
7,1111-06-13,21.4,25,53.6
7,1111-06-14,21.4,28.6,50
7,1111-06-15,28.6,32.1,39.3
7,1111-06-16,32.1,21.4,46.4
7,1111-06-17,28.6,25,46.4
7,1111-06-18,10.7,50,39.3
7,1111-06-19,25,25,50
7,1111-06-20,17.9,28.6,53.6
7,1111-06-21,14.3,39.3,46.4
7,1111-06-22,28.6,21.4,50
7,1111-06-23,17.9,35.7,46.4
7,1111-06-24,28.6,21.4,50
7,1111-06-25,21.4,32.1,46.4
7,1111-06-26,14.3,42.9,42.9
7,1111-06-27,21.4,39.3,39.3
7,1111-06-28,14.3,32.1,53.6
7,1111-06-29,21.4,28.6,50
7,1111-06-30,10.7,39.3,50
7,1111-07-01,28.6,17.9,53.6
7,1111-07-02,25,42.9,32.1
7,1111-07-03,14.3,25,60.7
7,1111-07-04,25,21.4,53.6
7,1111-07-05,17.9,17.9,64.3
7,1111-07-06,17.9,25,57.1
7,1111-07-07,17.9,42.9,39.3
7,1111-07-08,28.6,21.4,50
7,1111-07-09,17.9,21.4,60.7
7,1111-07-10,28.6,25,46.4
7,1111-07-11,32.1,32.1,35.7
7,1111-07-12,28.6,28.6,42.9
7,1111-07-13,21.4,28.6,50
7,1111-07-14,28.6,17.9,53.6
7,1111-07-15,28.6,28.6,42.9
7,1111-07-16,17.9,42.9,39.3
7,1111-07-17,17.9,21.4,60.7
7,1111-07-18,28.6,17.9,53.6
7,1111-07-19,28.6,32.1,39.3
7,1111-07-20,42.9,14.3,42.9
7,1111-07-21,32.1,35.7,32.1
7,1111-07-22,32.1,32.1,35.7
7,1111-07-23,42.9,25,32.1
7,1111-07-24,28.6,28.6,42.9
7,1111-07-25,14.3,32.1,53.6
7,1111-07-26,35.7,21.4,42.9
7,1111-07-27,17.9,42.9,39.3
7,1111-07-28,17.9,39.3,42.9
7,1111-07-29,35.7,28.6,35.7
7,1111-07-30,39.3,7.1,53.6
7,1111-07-31,35.7,28.6,35.7
7,1111-08-01,39.3,32.1,28.6
7,1111-08-02,32.1,25,42.9
7,1111-08-03,46.4,28.6,25
7,1111-08-04,42.9,28.6,28.6
7,1111-08-05,42.9,17.9,39.3
7,1111-08-06,35.7,10.7,53.6
7,1111-08-07,35.7,21.4,42.9
7,1111-08-08,53.6,25,21.4
7,1111-08-09,53.6,14.3,32.1
7,1111-08-10,39.3,25,35.7
7,1111-08-11,35.7,25,39.3
7,1111-08-12,32.1,35.7,32.1
7,1111-08-13,35.7,28.6,35.7
7,1111-08-14,28.6,14.3,57.1
7,1111-08-15,39.3,10.7,50
7,1111-08-16,39.3,0,60.7
7,1111-08-17,42.9,14.3,42.9
7,1111-08-18,39.3,32.1,28.6
7,1111-08-19,39.3,21.4,39.3
7,1111-08-20,28.6,35.7,35.7
7,1111-08-21,35.7,25,39.3
7,1111-08-22,35.7,21.4,42.9
7,1111-08-23,39.3,10.7,50
7,1111-08-24,21.4,32.1,46.4
7,1111-08-25,28.6,32.1,39.3
7,1111-08-26,28.6,17.9,53.6
7,1111-08-27,32.1,28.6,39.3
7,1111-08-28,39.3,32.1,28.6
7,1111-08-29,32.1,14.3,53.6
7,1111-08-30,25,17.9,57.1
7,1111-08-31,32.1,14.3,53.6
7,1111-09-01,39.3,14.3,46.4
7,1111-09-02,39.3,21.4,39.3
7,1111-09-03,39.3,17.9,42.9
7,1111-09-04,25,17.9,57.1
7,1111-09-05,53.6,17.9,28.6
7,1111-09-06,21.4,39.3,39.3
7,1111-09-07,25,28.6,46.4
7,1111-09-08,39.3,21.4,39.3
7,1111-09-09,46.4,21.4,32.1
7,1111-09-10,39.3,21.4,39.3
7,1111-09-11,32.1,32.1,35.7
7,1111-09-12,50,17.9,32.1
7,1111-09-13,35.7,21.4,42.9
7,1111-09-14,42.9,10.7,46.4
7,1111-09-15,35.7,25,39.3
7,1111-09-16,28.6,21.4,50
7,1111-09-17,39.3,21.4,39.3
7,1111-09-18,42.9,21.4,35.7
7,1111-09-19,39.3,28.6,32.1
7,1111-09-20,46.4,14.3,39.3
7,1111-09-21,46.4,10.7,42.9
7,1111-09-22,28.6,14.3,57.1
7,1111-09-23,35.7,25,39.3
7,1111-09-24,32.1,28.6,39.3
7,1111-09-25,35.7,25,39.3
7,1111-09-26,39.3,25,35.7
7,1111-09-27,42.9,17.9,39.3
7,1111-09-28,53.6,17.9,28.6
7,1111-09-29,46.4,21.4,32.1
7,1111-09-30,21.4,21.4,57.1
7,1111-10-01,28.6,17.9,53.6
7,1111-10-02,39.3,28.6,32.1
7,1111-10-03,53.6,14.3,32.1
7,1111-10-04,39.3,32.1,28.6
7,1111-10-05,25,25,50
7,1111-10-06,32.1,28.6,39.3
7,1111-10-07,39.3,35.7,25
7,1111-10-08,35.7,21.4,42.9
7,1111-10-09,57.1,21.4,21.4
7,1111-10-10,53.6,28.6,17.9
7,1111-10-11,42.9,21.4,35.7
7,1111-10-12,60.7,17.9,21.4
7,1111-10-13,57.1,21.4,21.4
7,1111-10-14,57.1,10.7,32.1
7,1111-10-15,42.9,17.9,39.3
7,1111-10-16,53.6,25,21.4
7,1111-10-17,46.4,25,28.6
7,1111-10-18,75,10.7,14.3
7,1111-10-19,50,28.6,21.4
7,1111-10-20,50,17.9,32.1
7,1111-10-21,57.1,25,17.9
7,1111-10-22,42.9,25,32.1
7,1111-10-23,50,17.9,32.1
7,1111-10-24,53.6,14.3,32.1
7,1111-10-25,71.4,7.1,21.4
7,1111-10-26,60.7,17.9,21.4
7,1111-10-27,64.3,21.4,14.3
7,1111-10-28,60.7,14.3,25
7,1111-10-29,71.4,14.3,14.3
7,1111-10-30,64.3,14.3,21.4
7,1111-10-31,67.9,21.4,10.7
7,1111-11-01,64.3,14.3,21.4
7,1111-11-02,57.1,21.4,21.4
7,1111-11-03,64.3,21.4,14.3
7,1111-11-04,82.1,10.7,7.1
7,1111-11-05,78.6,7.1,14.3
7,1111-11-06,53.6,14.3,32.1
7,1111-11-07,60.7,25,14.3
7,1111-11-08,71.4,14.3,14.3
7,1111-11-09,64.3,14.3,17.9
7,1111-11-10,64.3,10.7,25
7,1111-11-11,50,14.3,35.7
7,1111-11-12,57.1,21.4,21.4
7,1111-11-13,78.6,10.7,10.7
7,1111-11-14,64.3,10.7,25
7,1111-11-15,67.9,10.7,21.4
7,1111-11-16,85.7,10.7,3.6
7,1111-11-17,75,3.6,21.4
7,1111-11-18,82.1,10.7,7.1
7,1111-11-19,75,3.6,21.4
7,1111-11-20,64.3,3.6,28.6
7,1111-11-21,75,3.6,17.9
7,1111-11-22,82.1,7.1,10.7
7,1111-11-23,75,17.9,7.1
7,1111-11-24,78.6,3.6,10.7
7,1111-11-25,75,0,25
7,1111-11-26,71.4,3.6,25
7,1111-11-27,67.9,14.3,17.9
7,1111-11-28,71.4,14.3,10.7
7,1111-11-29,75,10.7,14.3
7,1111-11-30,71.4,17.9,10.7
7,1111-12-01,64.3,10.7,17.9
7,1111-12-02,82.1,3.6,7.1
7,1111-12-03,75,10.7,10.7
7,1111-12-04,75,10.7,10.7
7,1111-12-05,82.1,0,17.9
7,1111-12-06,82.1,14.3,3.6
7,1111-12-07,82.1,10.7,3.6
7,1111-12-08,75,10.7,10.7
7,1111-12-09,64.3,7.1,14.3
7,1111-12-10,78.6,3.6,14.3
7,1111-12-11,75,3.6,14.3
7,1111-12-12,82.1,7.1,3.6
7,1111-12-13,67.9,7.1,17.9
7,1111-12-14,75,3.6,21.4
7,1111-12-15,85.7,7.1,3.6
7,1111-12-16,78.6,3.6,0
7,1111-12-17,71.4,14.3,7.1
7,1111-12-18,67.9,10.7,7.1
7,1111-12-19,82.1,7.1,3.6
7,1111-12-20,71.4,14.3,10.7
7,1111-12-21,71.4,14.3,3.6
7,1111-12-22,71.4,7.1,10.7
7,1111-12-23,78.6,7.1,7.1
7,1111-12-24,89.3,3.6,0
7,1111-12-25,82.1,7.1,3.6
7,1111-12-26,64.3,7.1,10.7
7,1111-12-27,75,0,10.7
7,1111-12-28,82.1,0,7.1
7,1111-12-29,82.1,0,7.1
7,1111-12-30,92.9,3.6,3.6
7,1111-12-31,85.7,3.6,0
4,1111-01-01,86.2,10.3,0
4,1111-01-02,86.2,6.9,0
4,1111-01-03,89.7,3.4,0
4,1111-01-04,89.7,3.4,6.9
4,1111-01-05,93.1,0,0
4,1111-01-06,72.4,13.8,0
4,1111-01-07,82.8,10.3,3.4
4,1111-01-08,82.8,3.4,6.9
4,1111-01-09,69,6.9,6.9
4,1111-01-10,86.2,6.9,6.9
4,1111-01-11,89.7,3.4,3.4
4,1111-01-12,75.9,3.4,3.4
4,1111-01-13,86.2,3.4,6.9
4,1111-01-14,79.3,3.4,6.9
4,1111-01-15,72.4,3.4,3.4
4,1111-01-16,72.4,10.3,3.4
4,1111-01-17,79.3,0,13.8
4,1111-01-18,82.8,0,3.4
4,1111-01-19,72.4,13.8,3.4
4,1111-01-20,62.1,13.8,0
4,1111-01-21,58.6,3.4,6.9
4,1111-01-22,58.6,10.3,17.2
4,1111-01-23,58.6,17.2,6.9
4,1111-01-24,69,13.8,0
4,1111-01-25,82.8,6.9,6.9
4,1111-01-26,75.9,6.9,6.9
4,1111-01-27,79.3,3.4,6.9
4,1111-01-28,89.7,6.9,0
4,1111-01-29,79.3,10.3,0
4,1111-01-30,82.8,3.4,3.4
4,1111-01-31,82.8,6.9,6.9
4,1111-02-01,71.4,3.6,3.6
4,1111-02-02,78.6,7.1,0
4,1111-02-03,67.9,10.7,3.6
4,1111-02-04,85.7,3.6,0
4,1111-02-05,82.1,3.6,3.6
4,1111-02-06,60.7,17.9,3.6
4,1111-02-07,71.4,7.1,7.1
4,1111-02-08,60.7,17.9,3.6
4,1111-02-09,60.7,10.7,7.1
4,1111-02-10,78.6,7.1,3.6
4,1111-02-11,75,7.1,7.1
4,1111-02-12,67.9,14.3,3.6
4,1111-02-13,78.6,14.3,0
4,1111-02-14,64.3,14.3,10.7
4,1111-02-15,57.1,14.3,17.9
4,1111-02-16,60.7,10.7,10.7
4,1111-02-17,67.9,10.7,3.6
4,1111-02-18,53.6,17.9,10.7
4,1111-02-19,71.4,10.7,0
4,1111-02-20,60.7,10.7,14.3
4,1111-02-21,75,7.1,10.7
4,1111-02-22,75,17.9,0
4,1111-02-23,78.6,7.1,14.3
4,1111-02-24,50,17.9,7.1
4,1111-02-25,64.3,17.9,3.6
4,1111-02-26,57.1,17.9,17.9
4,1111-02-27,75,17.9,3.6
4,1111-02-28,57.1,17.9,17.9
4,1111-03-01,39.3,25,28.6
4,1111-03-02,67.9,14.3,14.3
4,1111-03-03,82.1,3.6,3.6
4,1111-03-04,67.9,3.6,17.9
4,1111-03-05,60.7,17.9,10.7
4,1111-03-06,67.9,14.3,7.1
4,1111-03-07,50,17.9,17.9
4,1111-03-08,67.9,10.7,14.3
4,1111-03-09,57.1,10.7,25
4,1111-03-10,53.6,17.9,17.9
4,1111-03-11,71.4,7.1,17.9
4,1111-03-12,64.3,25,7.1
4,1111-03-13,67.9,21.4,7.1
4,1111-03-14,75,14.3,10.7
4,1111-03-15,60.7,21.4,17.9
4,1111-03-16,46.4,21.4,32.1
4,1111-03-17,67.9,14.3,14.3
4,1111-03-18,64.3,14.3,17.9
4,1111-03-19,57.1,14.3,25
4,1111-03-20,50,21.4,25
4,1111-03-21,64.3,10.7,17.9
4,1111-03-22,50,14.3,32.1
4,1111-03-23,46.4,21.4,28.6
4,1111-03-24,53.6,17.9,28.6
4,1111-03-25,50,7.1,39.3
4,1111-03-26,50,25,21.4
4,1111-03-27,50,25,25
4,1111-03-28,60.7,21.4,17.9
4,1111-03-29,60.7,14.3,21.4
4,1111-03-30,50,3.6,46.4
4,1111-03-31,50,10.7,35.7
4,1111-04-01,53.6,21.4,21.4
4,1111-04-02,32.1,35.7,32.1
4,1111-04-03,57.1,17.9,25
4,1111-04-04,53.6,14.3,32.1
4,1111-04-05,46.4,21.4,28.6
4,1111-04-06,67.9,14.3,17.9
4,1111-04-07,46.4,17.9,35.7
4,1111-04-08,53.6,14.3,28.6
4,1111-04-09,60.7,14.3,25
4,1111-04-10,42.9,35.7,21.4
4,1111-04-11,28.6,14.3,57.1
4,1111-04-12,42.9,28.6,28.6
4,1111-04-13,46.4,21.4,32.1
4,1111-04-14,39.3,28.6,32.1
4,1111-04-15,46.4,28.6,25
4,1111-04-16,46.4,35.7,14.3
4,1111-04-17,57.1,17.9,21.4
4,1111-04-18,35.7,39.3,25
4,1111-04-19,39.3,28.6,32.1
4,1111-04-20,46.4,28.6,25
4,1111-04-21,28.6,42.9,28.6
4,1111-04-22,53.6,25,21.4
4,1111-04-23,42.9,32.1,25
4,1111-04-24,46.4,28.6,25
4,1111-04-25,46.4,17.9,35.7
4,1111-04-26,46.4,32.1,21.4
4,1111-04-27,50,28.6,21.4
4,1111-04-28,57.1,14.3,28.6
4,1111-04-29,67.9,10.7,21.4
4,1111-04-30,46.4,28.6,25
4,1111-05-01,57.1,17.9,25
4,1111-05-02,50,21.4,28.6
4,1111-05-03,35.7,39.3,25
4,1111-05-04,46.4,25,28.6
4,1111-05-05,60.7,21.4,17.9
4,1111-05-06,46.4,35.7,17.9
4,1111-05-07,50,25,25
4,1111-05-08,42.9,32.1,25
4,1111-05-09,35.7,25,39.3
4,1111-05-10,28.6,28.6,42.9
4,1111-05-11,28.6,32.1,39.3
4,1111-05-12,35.7,28.6,35.7
4,1111-05-13,42.9,32.1,25
4,1111-05-14,42.9,32.1,25
4,1111-05-15,46.4,21.4,32.1
4,1111-05-16,39.3,32.1,28.6
4,1111-05-17,28.6,28.6,42.9
4,1111-05-18,46.4,28.6,25
4,1111-05-19,39.3,21.4,39.3
4,1111-05-20,39.3,21.4,39.3
4,1111-05-21,53.6,25,21.4
4,1111-05-22,50,21.4,28.6
4,1111-05-23,53.6,21.4,25
4,1111-05-24,28.6,25,46.4
4,1111-05-25,46.4,28.6,25
4,1111-05-26,50,21.4,28.6
4,1111-05-27,32.1,28.6,39.3
4,1111-05-28,35.7,39.3,25
4,1111-05-29,21.4,42.9,35.7
4,1111-05-30,35.7,17.9,46.4
4,1111-05-31,32.1,25,42.9
4,1111-06-01,50,28.6,21.4
4,1111-06-02,39.3,39.3,21.4
4,1111-06-03,42.9,28.6,28.6
4,1111-06-04,53.6,21.4,25
4,1111-06-05,39.3,25,35.7
4,1111-06-06,35.7,14.3,50
4,1111-06-07,32.1,46.4,21.4
4,1111-06-08,21.4,50,28.6
4,1111-06-09,14.3,28.6,57.1
4,1111-06-10,14.3,35.7,50
4,1111-06-11,17.9,39.3,42.9
4,1111-06-12,14.3,42.9,42.9
4,1111-06-13,17.9,28.6,53.6
4,1111-06-14,25,35.7,39.3
4,1111-06-15,14.3,28.6,57.1
4,1111-06-16,32.1,25,42.9
4,1111-06-17,25,50,25
4,1111-06-18,14.3,46.4,39.3
4,1111-06-19,21.4,28.6,50
4,1111-06-20,17.9,35.7,46.4
4,1111-06-21,10.7,46.4,42.9
4,1111-06-22,25,35.7,39.3
4,1111-06-23,14.3,39.3,46.4
4,1111-06-24,28.6,39.3,32.1
4,1111-06-25,17.9,50,32.1
4,1111-06-26,21.4,46.4,32.1
4,1111-06-27,25,46.4,28.6
4,1111-06-28,14.3,46.4,39.3
4,1111-06-29,28.6,28.6,42.9
4,1111-06-30,17.9,32.1,50
4,1111-07-01,21.4,25,53.6
4,1111-07-02,32.1,42.9,25
4,1111-07-03,25,32.1,42.9
4,1111-07-04,32.1,21.4,46.4
4,1111-07-05,21.4,25,53.6
4,1111-07-06,28.6,28.6,42.9
4,1111-07-07,25,35.7,39.3
4,1111-07-08,32.1,35.7,32.1
4,1111-07-09,25,25,50
4,1111-07-10,35.7,21.4,42.9
4,1111-07-11,35.7,28.6,35.7
4,1111-07-12,28.6,35.7,35.7
4,1111-07-13,21.4,46.4,32.1
4,1111-07-14,25,28.6,46.4
4,1111-07-15,25,39.3,35.7
4,1111-07-16,25,32.1,42.9
4,1111-07-17,21.4,35.7,42.9
4,1111-07-18,25,21.4,50
4,1111-07-19,42.9,28.6,28.6
4,1111-07-20,35.7,32.1,32.1
4,1111-07-21,39.3,28.6,32.1
4,1111-07-22,39.3,35.7,25
4,1111-07-23,42.9,25,32.1
4,1111-07-24,53.6,17.9,28.6
4,1111-07-25,25,32.1,42.9
4,1111-07-26,39.3,21.4,39.3
4,1111-07-27,35.7,39.3,25
4,1111-07-28,42.9,35.7,21.4
4,1111-07-29,35.7,17.9,46.4
4,1111-07-30,39.3,25,35.7
4,1111-07-31,57.1,25,17.9
4,1111-08-01,42.9,28.6,28.6
4,1111-08-02,42.9,21.4,35.7
4,1111-08-03,53.6,28.6,17.9
4,1111-08-04,57.1,32.1,10.7
4,1111-08-05,39.3,25,35.7
4,1111-08-06,50,25,25
4,1111-08-07,53.6,17.9,28.6
4,1111-08-08,42.9,32.1,25
4,1111-08-09,53.6,17.9,28.6
4,1111-08-10,50,25,25
4,1111-08-11,39.3,32.1,28.6
4,1111-08-12,28.6,25,46.4
4,1111-08-13,39.3,25,35.7
4,1111-08-14,46.4,25,28.6
4,1111-08-15,35.7,42.9,21.4
4,1111-08-16,39.3,14.3,46.4
4,1111-08-17,35.7,25,39.3
4,1111-08-18,28.6,42.9,28.6
4,1111-08-19,39.3,25,35.7
4,1111-08-20,32.1,35.7,32.1
4,1111-08-21,42.9,25,32.1
4,1111-08-22,42.9,21.4,35.7
4,1111-08-23,39.3,17.9,42.9
4,1111-08-24,32.1,35.7,32.1
4,1111-08-25,46.4,28.6,25
4,1111-08-26,42.9,17.9,39.3
4,1111-08-27,39.3,21.4,39.3
4,1111-08-28,42.9,32.1,25
4,1111-08-29,46.4,17.9,35.7
4,1111-08-30,25,32.1,42.9
4,1111-08-31,39.3,14.3,46.4
4,1111-09-01,46.4,17.9,35.7
4,1111-09-02,42.9,28.6,28.6
4,1111-09-03,46.4,25,28.6
4,1111-09-04,28.6,25,46.4
4,1111-09-05,42.9,28.6,28.6
4,1111-09-06,14.3,39.3,46.4
4,1111-09-07,21.4,32.1,46.4
4,1111-09-08,46.4,17.9,35.7
4,1111-09-09,46.4,25,28.6
4,1111-09-10,46.4,21.4,32.1
4,1111-09-11,25,28.6,46.4
4,1111-09-12,46.4,17.9,35.7
4,1111-09-13,32.1,32.1,35.7
4,1111-09-14,35.7,17.9,46.4
4,1111-09-15,25,28.6,46.4
4,1111-09-16,32.1,21.4,46.4
4,1111-09-17,25,35.7,39.3
4,1111-09-18,39.3,21.4,39.3
4,1111-09-19,42.9,25,32.1
4,1111-09-20,39.3,25,35.7
4,1111-09-21,28.6,28.6,42.9
4,1111-09-22,17.9,21.4,60.7
4,1111-09-23,35.7,25,39.3
4,1111-09-24,35.7,28.6,35.7
4,1111-09-25,28.6,39.3,32.1
4,1111-09-26,32.1,39.3,28.6
4,1111-09-27,35.7,39.3,25
4,1111-09-28,50,28.6,21.4
4,1111-09-29,39.3,28.6,32.1
4,1111-09-30,17.9,25,57.1
4,1111-10-01,21.4,17.9,60.7
4,1111-10-02,50,14.3,35.7
4,1111-10-03,32.1,35.7,32.1
4,1111-10-04,46.4,35.7,17.9
4,1111-10-05,10.7,42.9,46.4
4,1111-10-06,32.1,21.4,46.4
4,1111-10-07,39.3,28.6,32.1
4,1111-10-08,32.1,25,42.9
4,1111-10-09,46.4,17.9,35.7
4,1111-10-10,50,32.1,17.9
4,1111-10-11,42.9,28.6,28.6
4,1111-10-12,53.6,21.4,25
4,1111-10-13,39.3,35.7,25
4,1111-10-14,46.4,14.3,39.3
4,1111-10-15,50,28.6,21.4
4,1111-10-16,42.9,25,32.1
4,1111-10-17,42.9,28.6,28.6
